13FP.B.fasta	13FP.B.fasta	100	1678	1679
13FP.B.fasta	GCF_001750725.1.fasta	98.6961	1517	1679
13FP.B.fasta	GCF_007035805.1.fasta	88.9553	1314	1679
13FP.B.fasta	GCF_041937165.1.fasta	88.9351	1341	1679
13FP.B.fasta	GCF_008364625.2.fasta	88.8182	1341	1679
13FP.B.fasta	GCF_030406165.1.fasta	88.7975	1312	1679
13FP.B.fasta	29FP_B.fasta	88.7166	1287	1679
13FP.B.fasta	GCF_034008295.1.fasta	88.7056	1318	1679
13FP.B.fasta	GCF_009036245.1.fasta	88.7	1295	1679
13FP.B.fasta	GCF_043972695.1.fasta	88.6461	1326	1679
13FP.B.fasta	29FP_c.fasta	88.6395	1304	1679
13FP.B.fasta	GCF_039718975.1.fasta	88.6366	1335	1679
13FP.B.fasta	GCF_040834095.1.fasta	88.6316	1303	1679
13FP.B.fasta	GCF_025002605.1.fasta	88.6208	1266	1679
13FP.B.fasta	GCF_001729805.1.fasta	88.5348	1349	1679
13FP.B.fasta	GCF_026344075.1.fasta	88.4433	1311	1679
13FP.B.fasta	GCF_000025565.1.fasta	88.4226	1358	1679
13FP.B.fasta	GCF_003594915.1.fasta	88.4199	1314	1679
13FP.B.fasta	GCF_900324475.1.fasta	88.4166	1335	1679
13FP.B.fasta	GCF_905331265.2.fasta	88.3907	1334	1679
13FP.B.fasta	GCF_023023125.1.fasta	88.3904	1343	1679
13FP.B.fasta	GCF_034008275.1.fasta	88.3505	1289	1679
13FP.B.fasta	GCF_001984825.2.fasta	88.2962	1320	1679
13FP.B.fasta	GCF_018597345.1.fasta	87.9316	1303	1679
13FP.B.fasta	GCF_022014715.1.fasta	87.8504	1330	1679
13FP.B.fasta	GCF_009176645.1.fasta	87.7252	1231	1679
13FP.B.fasta	GCF_035835995.1.fasta	87.5783	1298	1679
13FP.B.fasta	GCF_003594935.2.fasta	87.3883	1323	1679
13FP.B.fasta	GCF_001875655.1.fasta	87.0658	1257	1679
13FP.B.fasta	GCF_048568405.1.fasta	87.0152	1273	1679
13FP.B.fasta	GCF_004331385.1.fasta	86.9906	1211	1679
13FP.B.fasta	GCF_014930725.1.fasta	86.9585	1265	1679
13FP.B.fasta	GCF_019048245.1.fasta	86.9529	1273	1679
13FP.B.fasta	GCF_019047785.1.fasta	86.6569	1245	1679
13FP.B.fasta	GCF_000155995.1.fasta	86.6459	1215	1679
13FP.B.fasta	GCF_000224675.1.fasta	86.645	1242	1679
29FP_B.fasta	29FP_B.fasta	100	1621	1621
29FP_B.fasta	29FP_c.fasta	99.9959	1620	1621
29FP_B.fasta	GCF_025002605.1.fasta	98.8866	1476	1621
29FP_B.fasta	GCF_009036245.1.fasta	98.2019	1473	1621
29FP_B.fasta	GCF_034008295.1.fasta	92.5002	1380	1621
29FP_B.fasta	GCF_001729805.1.fasta	92.0431	1357	1621
29FP_B.fasta	GCF_030406165.1.fasta	91.894	1372	1621
29FP_B.fasta	GCF_043972695.1.fasta	91.8834	1367	1621
29FP_B.fasta	GCF_040834095.1.fasta	91.7784	1318	1621
29FP_B.fasta	GCF_007035805.1.fasta	91.7506	1315	1621
29FP_B.fasta	GCF_008364625.2.fasta	91.6311	1335	1621
29FP_B.fasta	GCF_001984825.2.fasta	91.1017	1351	1621
29FP_B.fasta	GCF_034008275.1.fasta	91.1011	1295	1621
29FP_B.fasta	GCF_003594915.1.fasta	90.5088	1286	1621
29FP_B.fasta	GCF_039718975.1.fasta	90.4936	1314	1621
29FP_B.fasta	GCF_026344075.1.fasta	90.4928	1307	1621
29FP_B.fasta	GCF_900324475.1.fasta	90.4153	1334	1621
